amount,hour,distance_from_home_km,is_foreign,tx_last_24h,account_age_days,merchant_risk_score,is_fraud
37.98,2,16.04,1,4,1398,0.1311,0
119.33,12,19.56,0,2,90,0.2732,0
43.31,16,9.44,0,6,1309,0.1659,0
66.39,17,3.54,0,2,1880,0.1825,0
22.15,20,1.11,0,1,2210,0.2855,0
378.34,16,58.62,0,8,394,0.145,0
98.02,13,39.36,0,0,1405,0.0317,0
43.66,12,19.07,0,1,1995,0.0911,0
90.77,0,39.81,1,6,482,0.412,1
7.38,22,47.98,0,1,2598,0.0561,0
32.93,11,19.57,0,2,2930,0.0983,0
33.59,5,23.32,0,4,49,0.4053,0
17.2,6,28.97,0,1,2536,0.1122,0
13.67,19,19.94,0,5,2117,0.0824,0
41.81,3,32.78,0,2,615,0.209,0
36.24,10,19.29,0,4,1694,0.0764,0
127.03,14,53.81,1,1,570,0.1678,1
26.6,17,3.44,0,2,2051,0.1787,0
86.83,17,30.08,1,0,718,0.2958,0
70.5,12,9.32,0,3,195,0.2115,0
13.4,0,29.29,0,6,1417,0.0602,0
26.46,17,23.39,0,3,1926,0.2103,0
28.11,6,22.75,0,5,2351,0.1886,0
73.66,22,33.85,1,0,1579,0.4034,0
55.26,4,25.39,0,2,2834,0.2041,0
141.46,12,10.47,0,3,2982,0.2578,0
565.96,2,17.85,0,1,1711,0.2248,0
72.83,10,42.23,0,2,1277,0.2108,0
134.27,0,6.83,0,4,2836,0.0958,0
330.26,15,17.89,0,4,2665,0.3701,0
43.15,6,59.94,0,3,2988,0.1429,0
124.35,16,1.17,0,3,2714,0.3787,0
120.34,16,49.83,0,2,510,0.122,0
70.13,19,16.81,0,3,1664,0.1893,0
39.28,23,16.4,0,3,2921,0.3098,0
83.8,8,20.69,0,0,977,0.0683,0
11.47,17,13.55,0,1,478,0.1273,0
66.9,8,5.74,0,3,1113,0.1881,0
22.02,16,53.43,1,2,1455,0.3794,0
9.63,12,6.31,0,5,1483,0.2465,0
68.74,20,23.06,0,1,2854,0.3654,0
59.63,17,1.89,0,1,358,0.5006,0
24.07,8,8.12,0,6,2049,0.296,0
29.96,15,54.45,0,4,1906,0.13,0
189.09,4,44.93,0,3,2192,0.3012,0
24.35,19,23.88,0,2,1855,0.1485,0
55.58,11,13.34,0,3,452,0.2093,0
41.52,11,42.28,0,4,1150,0.4135,0
14.57,7,39.68,0,2,2852,0.0983,0
41.77,7,17.15,0,1,2420,0.3995,0
36.57,3,-999.0,0,2,980,0.2431,0
53.42,14,50.66,0,2,2381,0.2017,0
15.08,12,18.13,0,3,517,0.2982,0
58.45,19,-999.0,0,1,625,0.1783,0
12.87,11,14.44,0,6,1235,0.1787,0
45.0,10,4.95,0,4,2692,0.0708,0
26.95,19,8.93,0,4,2979,0.1652,0
107.24,13,3.44,0,4,1097,0.1456,0
36.4,9,66.12,0,2,2640,0.4168,0
23.71,21,19.38,0,1,2533,0.3084,0
66.15,6,33.02,0,2,691,0.1935,0
11.64,11,27.23,0,1,1212,0.0856,0
74.56,10,11.86,0,2,478,0.0497,0
18.98,14,31.56,0,3,314,0.2244,0
137.53,7,81.84,0,2,572,0.1939,0
43.83,7,7.65,1,4,2330,0.1027,0
11.89,16,5.94,0,6,2606,0.3024,0
46.72,9,5.32,0,9,786,0.2046,0
51.34,19,9.7,0,1,1317,0.4168,0
50.01,15,47.29,0,2,53,0.0835,0
94.45,2,4.99,0,7,1702,0.3345,0
89.7,20,20.94,0,2,150,0.039,0
80.02,8,-999.0,0,4,313,0.1784,0
96.72,4,8.2,0,2,2025,0.2435,0
67.79,18,6.99,1,6,2158,0.1052,0
27.2,0,22.38,0,1,212,0.1086,0
56.48,1,12.84,0,6,1675,0.0913,0
34.53,15,19.97,0,3,1256,0.0813,0
6.97,6,23.64,0,2,1258,0.2051,0
19.97,4,4.51,0,2,1278,0.5275,0
52.68,4,32.5,0,3,1317,0.1685,0
4.98,22,7.17,0,1,638,0.2712,0
175.08,15,12.14,0,3,1189,0.1079,0
26.93,19,21.17,0,3,1758,0.1549,0
44.66,9,31.51,0,4,2171,0.4434,0
56.33,12,-999.0,0,5,635,0.2059,0
476.15,1,29.49,0,4,1842,0.0611,0
30.19,11,9.3,0,5,1349,0.0825,0
92.8,12,73.72,0,1,2646,0.3981,0
251.55,10,6.1,0,2,1060,0.2492,0
192.26,5,12.75,0,0,2034,0.2406,0
32.24,14,2.64,0,6,82,0.0528,0
27.25,22,32.28,1,5,2545,0.2942,0
135.78,4,24.77,0,3,2928,0.0917,0
13.91,21,-999.0,0,1,1799,0.3356,0
83.12,5,32.57,0,5,796,0.1537,0
6.83,6,2.26,0,2,2796,0.2492,0
40.35,2,28.31,0,2,363,0.4368,1
4.75,3,8.62,0,3,2863,0.1974,0
99.41,4,36.37,0,2,1818,0.2518,0
380.33,19,8.67,0,5,558,0.1844,0
47.16,15,22.68,0,3,2382,0.3269,0
22.79,10,10.3,0,3,1921,0.1815,0
41.86,10,2.97,0,4,286,0.4261,0
34.93,9,33.37,0,2,1475,0.0483,0
5.63,9,19.76,0,4,2484,0.0716,0
58.33,22,25.21,0,5,583,0.2482,0
9.57,15,73.2,0,4,2843,0.0979,0
30.51,18,25.44,0,3,1612,0.1329,0
13.25,11,2.35,0,4,1234,0.1249,0
50.21,11,23.79,0,4,560,0.1867,0
7.59,11,6.28,0,1,2246,0.4962,0
54.6,13,15.86,1,2,2356,0.2289,0
21.53,19,5.98,0,1,2645,0.304,0
77.12,5,4.42,0,5,1755,0.1023,0
55.8,20,10.69,0,4,2770,0.2698,0
187.82,22,15.12,0,3,239,0.3983,1
56.51,19,52.49,0,0,157,0.1382,0
55.25,0,26.12,1,2,1873,0.1165,0
75.67,5,42.98,0,2,1887,0.2737,0
123.25,16,31.9,0,4,989,0.1872,0
39.9,20,19.2,0,2,1571,0.5941,0
90.79,3,29.44,0,0,2832,0.2144,0
200.42,4,34.67,0,1,1081,0.4258,0
53.43,21,14.28,0,4,1254,0.1013,0
55.88,4,8.88,0,5,2781,0.1125,0
18.88,21,13.74,0,1,1650,0.2976,0
25.32,20,28.11,0,2,2009,0.0568,0
118.26,20,-999.0,0,1,36,0.3472,0
24.84,9,48.12,0,2,1474,0.2157,0
272.82,11,16.57,0,4,1330,0.2238,0
129.05,14,42.38,0,3,1392,0.3838,0
37.52,8,13.84,0,2,83,0.0592,0
38.24,8,25.44,0,5,950,0.263,0
33.31,2,-999.0,0,2,986,0.4988,0
24.09,12,1.65,0,3,2384,0.2434,0
13.44,9,6.12,1,1,2746,0.2247,0
782.97,21,6.54,1,2,2389,0.1028,0
23.19,17,24.11,0,5,2166,0.3868,0
29.74,5,44.92,0,6,29,0.0818,0
56.68,4,3.46,0,7,1363,0.0904,0
11.26,14,19.1,0,1,247,0.0911,0
130.27,1,8.82,0,6,2104,0.1826,0
121.54,12,13.52,0,3,495,0.0978,0
65.19,7,15.57,0,1,1919,0.2009,0
22.51,9,59.97,0,2,2404,0.2058,0
49.27,10,3.35,0,2,1848,0.3486,0
18.27,12,6.57,0,3,434,0.0419,0
92.09,11,40.35,0,3,544,0.1673,0
55.05,11,9.66,0,6,2037,0.3392,0
79.76,8,30.23,0,0,2150,0.1182,0
12.16,11,12.05,0,1,2178,0.0691,0
22.5,7,16.15,1,2,784,0.0657,0
61.37,14,27.48,0,2,2571,0.4406,0
108.84,0,0.96,0,2,1903,0.2788,0
38.79,18,29.18,0,5,1628,0.1407,0
75.18,18,2.83,0,2,2720,0.1051,0
53.58,10,6.04,0,3,1116,0.3572,0
11.6,17,13.91,0,0,2897,0.2256,0
27.68,13,37.38,0,5,2306,0.2528,0
22.93,21,2.83,1,4,350,0.1619,0
142.82,2,7.4,0,1,1346,0.2495,0
35.0,0,25.08,0,1,2047,0.0829,0
41.55,20,31.2,0,3,1846,0.2074,0
67.37,18,82.21,0,2,2751,0.306,0
96.09,8,42.53,0,5,1128,0.0837,0
28.0,13,12.16,0,4,2214,0.0817,0
12.46,2,8.26,0,2,1815,0.0716,0
190.31,8,3.11,0,7,766,0.0809,0
35.47,4,3.59,0,3,1624,0.0766,0
36.25,14,26.47,0,1,1920,0.3845,0
24.42,20,70.78,0,5,2771,0.2929,0
49.13,7,6.0,0,1,2156,0.355,0
21.23,19,16.82,0,5,2232,0.0851,0
164.83,6,20.9,0,2,1985,0.0422,0
11.31,8,13.22,0,5,851,0.1967,0
40.91,2,58.22,0,6,534,0.1556,0
47.15,21,23.18,0,6,2278,0.2098,0
70.41,10,30.97,0,5,431,0.5513,1
78.52,7,20.85,0,1,2318,0.3057,0
45.39,16,34.15,0,0,2142,0.1639,0
364.79,19,-999.0,0,0,333,0.1747,0
144.67,17,6.77,0,1,1260,0.5171,0
25.08,9,9.78,0,3,1121,0.1364,0
108.47,19,10.5,0,1,2744,0.4056,0
68.22,13,24.2,0,1,1205,0.1957,0
18.13,15,51.69,0,1,2011,0.2405,0
162.1,23,31.5,0,1,1351,0.2834,0
178.76,4,4.58,0,2,993,0.4123,0
9.73,10,19.31,0,1,427,0.1831,0
19.37,20,22.35,0,1,2949,0.0731,0
136.47,17,8.42,0,4,1043,0.0809,0
21.24,10,15.48,0,3,2410,0.2919,0
156.26,22,21.67,1,2,1214,0.1859,0
57.76,0,16.58,0,1,800,0.2394,0
67.24,14,160.41,0,2,1548,0.1079,0
23.94,9,42.35,0,6,415,0.4302,0
32.26,5,11.5,0,4,1798,0.1152,0
64.02,2,58.73,0,3,994,0.1014,0
27.89,0,56.03,1,3,2296,0.1961,0
20.16,19,8.38,0,3,776,0.126,0
178.96,9,-999.0,0,3,1842,0.3192,0
149.85,16,26.33,0,3,1509,0.1668,0
10.28,6,12.25,0,5,1471,0.1256,0
17.65,6,36.23,0,2,555,0.1584,0
20.92,7,11.37,0,2,1720,0.0191,0
202.61,11,10.58,0,1,2204,0.1608,0
8.19,5,19.4,0,3,1203,0.1722,0
25.0,4,36.5,0,6,806,0.2516,0
219.74,23,20.5,0,3,608,0.3879,0
72.05,9,49.07,0,5,2017,0.0699,0
14.97,5,-999.0,0,2,2837,0.3447,0
7.52,2,28.73,0,3,2873,0.0598,0
26.11,22,7.61,0,2,710,0.0958,0
93.13,3,45.72,0,2,2062,0.2316,0
57.61,6,16.75,0,5,486,0.2602,0
27.83,17,1.25,0,3,1021,0.2066,0
109.64,10,18.74,0,2,2066,0.1413,0
12.8,11,42.61,1,5,1183,0.0706,0
13.65,21,24.75,0,5,2763,0.087,0
54.03,8,19.58,0,5,1166,0.2884,0
101.8,10,28.27,0,2,874,0.0826,0
16.35,3,-999.0,0,1,2169,0.1312,0
36.57,15,56.56,0,1,2573,0.2217,0
29.53,1,-999.0,0,1,1375,0.0319,0
396.49,7,13.14,0,2,1298,0.0613,0
50.92,3,10.65,0,4,243,0.1679,0
21.06,8,1.51,0,3,702,0.0259,0
20.5,6,-999.0,0,3,324,0.2168,0
39.75,10,44.38,0,2,2760,0.0195,0
176.7,1,41.17,0,2,1183,0.1044,0
23.15,22,28.21,0,3,295,0.5392,0
80.14,17,34.6,0,3,1976,0.2581,0
45.52,19,17.28,0,5,2905,0.2265,0
67.38,10,18.84,0,2,2432,0.1785,0
23.83,12,6.72,0,3,1991,0.1466,0
64.77,9,40.66,0,6,293,0.6495,0
337.34,15,23.17,0,5,908,0.0712,0
36.49,4,14.85,0,2,1317,0.088,0
6.51,5,56.61,0,5,2392,0.0974,0
73.49,6,1.97,1,1,817,0.0688,0
353.91,7,23.07,0,3,252,0.1519,1
23.64,1,37.88,0,2,1877,0.0816,0
78.35,15,17.36,0,3,2955,0.2371,0
20.52,10,51.0,0,2,652,0.0843,0
131.47,11,5.74,0,2,2650,0.2094,0
15.54,10,4.84,0,2,102,0.4619,0
43.52,1,32.17,0,3,1959,0.4728,0
53.17,21,25.21,0,4,919,0.3041,0
36.4,3,9.3,0,4,1262,0.2963,0
15.71,5,9.61,1,2,2696,0.2057,0
10.59,20,21.16,0,1,125,0.1937,0
122.76,12,7.4,0,4,248,0.1892,0
9.86,5,5.99,0,3,269,0.2288,0
59.14,10,39.54,0,6,2842,0.113,0
96.87,18,10.09,0,3,1513,0.1377,0
36.28,5,13.06,1,4,2177,0.2125,0
15.45,2,19.43,0,4,1049,0.0638,0
41.65,20,8.32,0,3,1742,0.0898,0
18.43,0,17.09,0,5,2343,0.1522,0
2.39,2,29.4,1,0,1978,0.2434,0
140.81,20,3.95,1,5,735,0.1863,0
94.27,3,6.99,0,3,896,0.1076,0
79.2,6,29.86,0,4,272,0.137,0
23.33,9,38.24,1,1,1076,0.2757,0
40.82,19,39.3,0,1,155,0.1533,0
883.82,4,27.06,0,1,289,0.256,0
24.74,18,28.67,0,6,1505,0.2846,0
212.13,14,14.6,0,2,818,0.2521,0
89.05,9,4.01,0,0,1909,0.1311,0
22.76,19,22.45,0,4,1124,0.2154,0
47.0,18,2.44,0,2,1247,0.2083,0
39.22,21,27.67,0,4,369,0.1117,0
72.42,17,15.11,0,3,2089,0.0348,0
16.99,3,11.25,0,3,673,0.3805,0
193.7,19,19.22,1,3,795,0.3113,0
22.01,7,49.71,0,5,2043,0.0679,0
109.93,23,30.11,0,3,625,0.2228,0
52.87,16,7.39,0,3,21,0.0875,0
33.11,7,16.26,0,2,2137,0.0313,0
24.45,19,16.44,0,2,878,0.0813,0
44.69,6,28.02,0,2,2186,0.2133,0
65.1,4,15.56,0,3,2615,0.2221,0
18.22,15,24.67,0,2,2932,0.1344,0
272.99,0,1.39,0,3,2420,0.1163,0
53.42,17,32.21,0,4,2735,0.2688,0
17.12,12,20.68,0,3,1580,0.2067,0
41.94,4,-999.0,0,4,2681,0.3494,0
105.75,15,59.15,0,2,2362,0.0811,0
20.02,8,7.68,0,2,564,0.3346,0
28.85,3,32.32,0,4,649,0.097,0
155.45,0,8.88,0,2,2036,0.0499,0
16.36,13,60.43,0,3,2579,0.0019,0
51.87,5,11.73,0,5,809,0.1867,0
31.41,17,11.15,0,7,300,0.0769,0
4.03,0,39.8,0,7,2712,0.092,0
130.42,6,19.84,0,1,2773,0.0896,0
50.74,10,103.58,1,3,2095,0.2794,0
79.84,16,21.79,0,5,261,0.4379,0
27.38,11,-999.0,0,1,2332,0.0686,0
48.45,20,7.45,0,1,450,0.3064,0
28.5,20,20.23,0,2,2357,0.2173,0
16.76,5,15.77,0,5,2429,0.1143,0
32.97,10,11.09,0,4,2131,0.1145,0
14.89,2,3.92,0,2,520,0.2418,0
31.14,19,23.38,0,5,2954,0.1121,0
801.03,22,17.91,0,3,912,0.0862,0
173.35,17,50.32,0,4,2149,0.1898,0
70.28,3,4.55,0,1,2597,0.3192,0
74.14,7,24.68,0,0,113,0.0678,0
49.55,15,-999.0,0,3,435,0.2016,0
81.2,15,15.49,0,1,1362,0.2372,0
19.55,12,42.8,0,6,2218,0.0575,0
80.4,10,10.02,0,1,113,0.0261,0
36.09,16,18.42,0,4,2972,0.1052,0
137.13,12,2.01,0,1,2221,0.3684,0
46.33,2,1.8,0,3,1734,0.1061,0
404.72,19,33.39,0,3,2803,0.212,0
6.29,6,13.47,1,3,1005,0.0878,0
8.15,5,26.08,0,3,627,0.2087,0
34.57,8,20.54,0,2,904,0.0807,0
16.74,0,28.13,0,2,2466,0.113,0
23.48,21,25.97,0,2,2518,0.1142,0
10.16,1,14.23,1,3,985,0.0774,0
61.85,8,-999.0,0,4,1188,0.226,0
57.68,6,14.38,0,3,470,0.1619,0
41.99,8,34.67,0,3,1491,0.2547,0
107.03,3,8.41,0,4,2367,0.2375,0
66.91,7,27.47,0,0,2870,0.0482,0
276.48,12,-999.0,0,2,1850,0.1586,0
47.06,19,42.1,1,2,2993,0.4138,0
47.74,7,10.88,1,2,2537,0.3204,0
37.87,13,24.38,0,5,2447,0.0878,0
234.24,7,15.22,0,5,1405,0.0493,0
23.65,8,49.31,0,3,192,0.1498,0
46.69,8,62.21,0,4,2706,0.1887,0
31.0,7,27.84,0,2,1810,0.2053,0
43.63,0,37.08,0,6,243,0.1182,0
39.85,23,37.62,0,3,378,0.1056,0
13.68,14,15.0,0,2,2116,0.3093,0
73.3,11,-999.0,0,6,1154,0.1656,0
53.58,12,49.33,0,2,475,0.2868,0
45.15,15,7.36,0,1,2263,0.1437,0
19.03,23,35.23,0,7,1480,0.2935,0
355.87,19,37.55,0,2,933,0.0498,0
49.71,11,10.3,0,1,2288,0.6066,0
21.39,1,3.72,0,1,1298,0.1847,0
26.14,23,13.8,0,3,1287,0.1577,0
20.43,5,21.2,0,3,1382,0.2744,0
153.59,4,50.77,0,1,2147,0.1018,0
7.66,21,26.56,0,3,2085,0.0498,0
28.71,8,51.0,0,3,657,0.0849,0
55.45,23,15.45,0,3,91,0.1858,0
23.04,6,-999.0,0,0,1534,0.3154,0
96.66,11,26.5,1,0,2003,0.3911,0
305.65,14,42.82,0,1,1793,0.2661,0
84.21,16,30.38,0,4,2672,0.2561,0
85.92,16,13.3,0,4,2661,0.1174,0
37.62,23,118.5,0,1,2719,0.3475,0
406.78,22,8.42,0,2,1453,0.1047,0
24.64,20,16.32,0,1,1988,0.2724,0
34.07,19,-999.0,0,1,1697,0.2468,0
34.81,19,21.93,0,5,1977,0.0289,0
23.8,7,15.69,0,5,1770,0.2039,0
17.74,13,6.43,0,4,951,0.1239,0
18.18,17,7.55,0,2,1457,0.1479,0
31.54,20,24.87,0,4,1402,0.0568,0
37.72,22,56.89,0,1,1935,0.4027,0
251.09,4,17.44,1,4,967,0.0942,0
102.73,21,19.32,0,5,2876,0.1574,0
137.62,15,11.73,0,6,2541,0.1601,0
21.45,9,11.68,0,4,280,0.2025,0
7.29,14,46.87,1,4,465,0.3617,0
68.51,7,64.9,0,1,336,0.1092,0
70.09,11,32.57,0,8,2553,0.0473,0
16.33,5,39.76,1,5,2094,0.107,0
11.98,20,34.11,0,3,1599,0.3097,0
50.79,15,4.72,0,3,1873,0.3345,0
6.66,1,31.67,0,0,1336,0.0999,0
23.21,14,13.43,0,3,1913,0.2572,0
12.77,8,31.05,0,2,28,0.0505,0
50.36,18,10.01,0,4,2659,0.0916,0
50.76,3,12.54,0,2,2266,0.1834,0
55.72,10,20.06,0,5,1867,0.1705,0
35.4,22,28.47,0,6,1798,0.3246,1
64.47,9,28.67,0,3,747,0.3648,0
5.88,21,25.27,0,3,1459,0.2305,0
65.04,3,0.56,0,2,1190,0.2157,0
176.8,17,45.35,1,3,840,0.0945,0
72.13,19,14.52,0,2,142,0.1055,0
42.41,0,17.69,0,1,1503,0.0792,0
28.39,14,33.22,0,4,1061,0.1705,0
147.41,15,9.35,0,4,2889,0.1608,0
88.32,23,61.16,0,4,1291,0.4441,0
5.67,5,11.02,0,3,2039,0.1644,0
154.06,20,1.44,0,2,2670,0.1197,0
25.09,17,5.66,1,3,469,0.0653,0
58.58,3,7.32,0,2,2673,0.0745,0
135.44,13,26.21,0,0,2818,0.0569,0
103.11,14,27.35,0,2,1784,0.1539,0
69.48,17,15.79,0,6,761,0.0503,0
29.08,17,0.16,0,3,113,0.1002,0
27.17,8,8.83,0,3,560,0.2945,0
51.2,21,35.24,0,4,2564,0.529,0
41.01,22,19.65,0,0,1640,0.2023,0
20.09,16,126.79,0,0,1966,0.4053,0
21.61,23,-999.0,0,2,812,0.0117,0
84.19,1,38.09,0,5,1290,0.3488,0
11.36,20,13.44,0,6,87,0.2414,0
51.62,3,8.25,0,3,387,0.4162,0
12.17,20,6.52,0,2,1453,0.0651,0
22.52,1,10.28,0,3,200,0.0166,0
35.3,8,22.62,1,2,2422,0.305,0
220.89,10,9.77,0,4,2821,0.4204,0
31.03,22,21.33,0,2,1052,0.1545,0
57.2,17,27.08,0,3,1561,0.2221,0
58.79,8,63.16,1,4,584,0.2601,0
36.67,23,12.68,0,4,1351,0.4897,0
312.26,13,1.53,0,3,1211,0.3214,0
45.11,23,30.25,0,4,2382,0.1172,0
3.6,18,3.93,0,2,2917,0.1918,0
8.24,1,56.54,0,7,194,0.3052,0
26.99,10,21.81,1,2,2622,0.137,0
29.28,17,1.4,0,2,1877,0.1563,0
28.73,9,16.84,1,2,1139,0.3236,0
27.63,18,36.31,0,1,2499,0.1631,0
20.77,23,13.44,0,4,232,0.2021,0
12.32,13,11.3,0,3,1911,0.1202,0
56.41,0,20.09,0,4,1918,0.138,0
17.81,3,42.6,0,2,687,0.3312,0
119.87,13,39.42,0,5,2746,0.0452,0
92.41,20,-999.0,0,6,415,0.1543,0
58.87,16,-999.0,0,2,147,0.1533,0
45.16,3,63.65,0,2,525,0.0855,0
119.35,17,38.49,0,7,2908,0.2103,0
34.22,12,15.25,0,3,1005,0.1027,0
13.45,17,34.47,0,1,2995,0.3491,0
211.89,14,23.64,0,4,2059,0.2314,0
56.16,3,5.91,0,3,206,0.172,0
17.42,15,0.84,0,7,319,0.4116,0
22.32,3,8.15,0,1,2843,0.1042,0
57.47,12,12.2,0,4,2813,0.0273,0
68.45,5,18.1,0,4,102,0.1067,0
13.36,19,86.33,0,1,333,0.1432,0
21.06,3,7.83,0,5,1261,0.0398,0
109.12,8,17.56,0,3,2791,0.1453,0
125.37,2,7.97,0,2,99,0.1231,0
37.93,3,10.69,0,3,931,0.0145,0
51.06,7,3.89,0,0,643,0.1104,0
54.89,12,15.79,0,2,587,0.1704,1
35.62,2,2.67,0,2,2905,0.3973,0
95.95,0,13.49,0,7,373,0.1698,0
10.95,20,25.06,0,1,1709,0.2154,0
32.76,8,19.31,0,5,1369,0.1072,0
26.51,6,47.22,0,4,430,0.2894,0
96.88,19,35.85,0,1,1818,0.0547,0
76.63,21,17.29,0,4,1270,0.174,0
63.17,17,50.51,0,8,2439,0.3442,0
26.42,19,5.01,0,3,751,0.157,0
252.17,1,47.56,0,2,2675,0.1212,0
66.93,12,7.91,0,1,62,0.1174,0
18.35,7,17.59,0,2,747,0.0931,0
21.6,10,24.71,0,3,2385,0.1787,0
15.0,3,26.71,0,1,1186,0.1326,0
52.65,5,6.42,0,1,1302,0.1663,0
19.18,22,8.59,0,4,1568,0.0125,0
114.64,22,6.85,0,5,2156,0.2181,0
14.87,21,6.88,0,4,2936,0.2434,0
38.4,5,8.36,0,2,1740,0.4502,0
44.54,14,6.78,0,4,2265,0.0239,0
17.35,13,77.76,1,3,2110,0.11,0
308.0,14,68.54,0,4,52,0.128,0
44.83,3,29.78,0,3,2364,0.0655,0
4.65,12,11.62,0,5,2379,0.1454,0
13.38,15,101.47,0,0,2959,0.2444,0
16.53,16,28.68,0,5,936,0.0865,0
30.52,7,21.03,0,3,1365,0.1161,0
314.51,21,15.19,0,5,183,0.1316,0
67.99,2,10.87,0,2,1805,0.215,0
20.73,5,41.34,0,3,797,0.7416,0
107.4,17,21.13,1,5,1302,0.2844,0
38.63,6,1.93,0,5,2614,0.1537,0
149.12,7,12.8,0,1,2684,0.0394,0
82.64,4,24.39,0,3,540,0.3128,0
153.18,19,2.99,0,0,1052,0.2629,0
81.78,4,0.49,0,6,2304,0.1259,0
54.63,17,9.06,0,3,1423,0.0246,0
129.71,1,5.41,0,3,1921,0.1613,0
7.44,8,20.89,0,2,2070,0.1874,0
138.02,7,54.3,0,3,1912,0.2557,0
67.14,10,15.59,0,4,2817,0.2102,0
29.29,3,5.26,0,4,1362,0.194,0
7.46,7,23.63,0,4,449,0.1598,0
42.6,19,37.55,1,0,902,0.0487,0
8.52,2,-999.0,0,5,1591,0.2875,0
40.48,10,56.41,0,4,1608,0.0916,0
20.57,22,-999.0,0,3,446,0.1022,0
10.22,17,11.69,0,2,2980,0.134,0
147.64,10,20.54,0,1,2415,0.1008,0
30.19,20,1.57,0,2,1649,0.1051,0
1.75,8,3.5,0,6,2898,0.1497,0
8.26,19,13.69,0,5,253,0.3369,0
15.57,22,36.62,0,4,2181,0.1297,0
13.71,5,26.95,0,1,842,0.1698,0
13.03,10,46.04,0,2,2265,0.2348,0
83.21,7,14.78,0,4,1026,0.204,0
58.55,5,44.1,0,2,814,0.3382,0
62.72,1,44.04,0,1,1709,0.1283,0
76.26,8,30.0,0,2,1004,0.2519,0
24.7,9,63.78,0,6,190,0.0545,0
68.78,21,44.72,0,4,2365,0.1621,0
62.08,21,2.26,0,6,2929,0.1722,0
175.94,14,19.71,0,2,2568,0.2746,0
7.69,15,12.65,0,4,1700,0.3652,0
17.46,9,5.04,0,7,2919,0.0775,0
24.72,13,16.07,0,4,2715,0.2826,0
22.01,11,16.63,0,2,2458,0.442,0
33.25,7,27.98,0,2,145,0.0788,0
52.97,5,2.27,0,2,2675,0.2531,0
38.96,22,4.56,0,2,2003,0.0976,0
102.87,10,98.19,0,4,2620,0.016,0
5.97,2,34.71,0,2,2955,0.5165,0
106.26,19,24.33,0,5,1948,0.2392,0
34.91,4,17.67,0,1,2827,0.0686,0
66.15,16,-999.0,0,1,1960,0.075,0
25.33,13,20.31,0,2,1013,0.0444,0
22.37,1,6.93,0,5,1867,0.1017,0
36.02,17,20.52,0,4,2975,0.1961,0
36.19,6,-999.0,0,1,1027,0.2233,0
17.04,8,21.46,0,2,918,0.2923,0
80.29,17,28.82,0,1,2047,0.0467,0
155.26,17,34.0,0,0,1627,0.1093,0
19.18,16,41.75,0,9,1937,0.446,0
95.63,13,8.94,0,2,1863,0.1344,0
12.95,10,9.98,0,4,1827,0.0507,0
145.38,21,32.57,1,2,1708,0.1267,0
112.67,21,24.3,0,3,1755,0.3293,0
55.92,16,66.26,0,1,821,0.0993,0
86.05,0,-999.0,0,2,1397,0.0849,0
468.72,7,4.94,0,0,2838,0.3329,0
3.04,15,27.27,0,4,2727,0.445,0
64.76,22,14.62,0,4,362,0.2539,0
172.74,11,3.73,0,6,1602,0.2289,0
134.74,0,24.78,0,2,1257,0.1232,0
31.97,21,42.12,1,5,1325,0.0745,0
14.34,14,19.24,0,3,1667,0.4265,0
27.92,4,20.6,0,1,2607,0.1315,0
32.17,6,0.93,0,4,2987,0.2425,0
62.67,19,35.07,0,6,1945,0.6284,0
43.04,5,21.93,1,6,1198,0.2154,1
261.59,23,8.62,0,6,2106,0.3013,0
148.49,22,25.59,0,1,1730,0.1448,0
219.35,4,35.96,0,3,1115,0.0912,0
48.1,8,38.35,0,2,1151,0.4145,0
64.46,16,1.94,0,2,2288,0.0707,0
18.77,4,35.79,0,0,1349,0.3329,0
30.64,9,4.06,0,4,2132,0.0931,0
30.18,14,24.76,0,4,1513,0.4698,0
52.8,11,43.21,0,3,1845,0.4435,0
15.83,1,10.88,0,1,2116,0.199,0
85.87,12,8.39,0,7,1372,0.2441,0
15.61,18,32.43,0,0,609,0.3661,0
375.39,14,18.68,0,6,356,0.2138,0
21.72,2,12.44,0,2,1570,0.0062,0
36.63,19,23.53,0,2,275,0.101,0
176.02,21,-999.0,0,2,395,0.1774,0
55.07,7,9.82,1,1,1651,0.2264,0
57.18,0,31.73,0,3,308,0.2303,0
58.6,16,4.78,0,3,2121,0.3598,0
50.88,0,67.74,0,3,594,0.2325,0
9.48,12,15.54,0,5,1459,0.0495,0
20.27,6,15.94,0,3,805,0.1707,0
120.83,11,14.37,0,4,1661,0.2366,0
97.35,5,11.27,0,0,1486,0.1277,0
5.29,10,18.14,0,3,236,0.0812,0
72.93,2,30.26,0,3,360,0.3625,0
20.01,22,24.45,1,2,2791,0.1203,0
117.22,10,26.34,0,4,1418,0.2263,0
36.31,0,36.64,0,3,2301,0.1942,0
43.78,16,24.31,0,2,157,0.2143,0
60.28,1,9.61,0,5,1768,0.202,0
26.48,3,29.03,0,5,2933,0.2196,0
37.55,8,-999.0,0,7,1027,0.0734,0
49.79,16,46.59,0,5,911,0.1533,0
43.37,21,15.65,0,3,2164,0.2194,0
144.14,14,59.94,0,3,49,0.3782,0
140.49,15,22.54,0,4,839,0.0507,0
44.2,9,41.76,0,6,1021,0.2682,0
57.34,12,18.85,0,1,455,0.2127,0
