customer_id,month_index,tenure_months,monthly_charges,support_calls,avg_session_minutes,data_usage_gb,churned,plan_basic,plan_premium,plan_standard
10002,1,3,30.26,1,39.41,6.31,0,1,0,0
10503,2,52,56.78,1,21.0,4.2,0,0,0,1
10482,0,43,18.38,4,37.63,7.52,0,1,0,0
10350,6,31,24.26,1,10.66,4.85,1,1,0,0
10000,4,49,56.98,4,17.31,0.58,1,0,0,1
10127,3,35,65.09,0,44.98,13.27,0,0,0,1
10662,6,25,38.81,0,32.66,3.2,0,1,0,0
10463,1,30,64.16,1,24.53,4.93,0,0,0,1
10315,1,31,92.98,2,25.11,2.64,0,0,1,0
10628,2,47,54.82,0,25.47,5.17,0,0,0,1
10062,5,26,24.98,2,42.59,8.19,0,1,0,0
10437,5,47,54.85,2,29.95,3.12,0,0,0,1
10233,0,6,54.32,0,29.27,6.91,0,0,0,1
10053,1,2,93.92,1,44.24,7.47,0,0,1,0
10351,7,50,58.96,1,29.39,1.79,0,0,0,1
10087,6,43,58.53,2,29.0,4.42,1,0,0,1
10336,1,29,50.39,3,48.4,7.43,0,0,0,1
10488,2,25,24.83,0,36.16,6.17,0,1,0,0
10695,1,44,51.64,0,29.42,6.03,0,0,0,1
10635,2,53,66.91,0,37.66,6.09,0,0,0,1
10657,0,15,55.93,0,28.22,2.69,0,0,0,1
10281,0,37,63.06,1,38.19,9.94,0,0,0,1
10627,2,31,14.47,1,54.65,14.6,0,1,0,0
10339,3,17,49.51,3,32.12,5.26,1,0,0,1
10522,0,48,92.56,4,56.72,13.49,0,0,1,0
10384,1,12,23.22,1,22.91,3.87,0,1,0,0
10567,5,29,63.73,1,28.12,4.83,0,0,0,1
10469,4,9,52.12,1,40.78,7.85,0,0,0,1
10580,1,3,48.74,0,36.33,8.09,1,0,0,1
10669,1,6,53.08,1,34.01,5.75,0,0,0,1
10605,1,11,93.32,0,45.98,9.23,0,0,1,0
10644,3,44,27.59,0,26.86,3.94,0,1,0,0
10014,3,18,26.72,0,44.32,4.14,0,1,0,0
10639,2,25,98.28,3,35.24,6.64,0,0,1,0
10054,3,16,59.03,2,38.85,6.24,1,0,0,1
10669,6,11,53.08,1,32.87,6.86,0,0,0,1
10135,4,18,24.18,3,70.71,19.55,1,1,0,0
10416,0,39,35.75,2,18.35,6.87,0,1,0,0
10477,1,32,25.92,1,41.21,11.17,0,1,0,0
10271,0,11,18.54,1,47.28,7.32,1,1,0,0
10290,7,56,16.74,2,31.42,7.18,0,1,0,0
10170,0,11,22.56,4,54.63,7.26,0,1,0,0
10400,5,24,96.28,0,19.68,2.0,0,0,1,0
10045,4,17,90.27,0,39.22,7.79,0,0,1,0
10498,3,14,34.51,0,21.74,2.79,0,1,0,0
10139,3,61,25.94,0,8.5,1.41,0,1,0,0
10100,5,38,99.44,1,36.19,9.16,0,0,1,0
10095,2,57,65.91,1,50.44,8.68,0,0,0,1
10012,1,12,66.93,2,11.09,5.27,1,0,0,1
10034,3,49,57.18,0,7.65,5.88,0,0,0,1
10039,1,12,32.49,0,52.84,6.97,0,1,0,0
10253,4,18,31.61,0,33.11,7.85,1,1,0,0
10225,1,28,21.62,0,26.55,4.63,0,1,0,0
10044,2,31,25.22,1,22.19,8.24,0,1,0,0
10155,4,30,93.15,1,33.04,8.74,1,0,1,0
10378,2,53,98.72,1,43.9,7.15,0,0,1,0
10232,1,51,64.62,0,26.36,4.16,0,0,0,1
10653,2,56,47.19,2,30.61,4.06,0,0,0,1
10326,2,56,84.76,1,26.47,6.51,1,0,1,0
10457,0,56,52.19,1,21.79,2.18,0,0,0,1
10205,7,15,62.79,4,31.9,5.11,1,0,0,1
10110,3,53,75.99,0,23.99,4.82,0,0,1,0
10233,2,8,54.32,1,32.92,4.44,0,0,0,1
10142,2,6,60.17,3,21.07,7.07,1,0,0,1
10121,1,4,18.82,6,63.82,11.79,1,1,0,0
10272,0,58,27.89,1,21.34,4.17,0,1,0,0
10002,2,4,30.26,2,39.61,5.86,0,1,0,0
10396,2,42,53.29,4,34.34,6.39,0,0,0,1
10344,1,6,25.24,5,21.26,2.83,1,1,0,0
10327,4,50,103.21,1,38.99,9.49,0,0,1,0
10258,2,20,94.13,0,25.58,5.1,0,0,1,0
10163,0,35,30.92,3,38.74,8.57,0,1,0,0
10313,0,54,94.89,2,40.52,11.19,0,0,1,0
10477,3,34,25.92,0,39.38,6.34,0,1,0,0
10497,1,25,51.79,1,35.63,7.28,0,0,0,1
10402,4,59,16.19,2,10.59,0.0,0,1,0,0
10027,5,55,88.85,1,41.02,9.76,0,0,1,0
10073,6,54,24.14,1,25.74,6.7,0,1,0,0
10516,4,38,22.49,0,50.32,11.31,0,1,0,0
10450,6,29,101.5,3,50.7,7.76,1,0,1,0
10603,0,9,22.43,3,40.47,7.56,1,1,0,0
10178,3,30,57.74,1,53.2,8.89,0,0,0,1
10593,3,62,20.34,1,31.72,6.18,0,1,0,0
10519,0,41,26.28,4,22.64,0.11,0,1,0,0
10327,5,51,103.21,2,43.17,8.0,0,0,1,0
10438,3,29,29.83,2,56.5,13.71,1,1,0,0
10273,1,34,95.44,2,26.34,5.48,1,0,1,0
10672,5,55,55.33,2,26.67,5.51,1,0,0,1
10542,0,27,88.41,0,38.41,8.06,0,0,1,0
10212,3,32,49.01,3,21.26,4.4,0,0,0,1
10487,7,64,94.28,1,57.42,9.56,0,0,1,0
10128,2,42,18.95,1,27.73,7.21,0,1,0,0
10059,2,35,87.86,1,34.73,9.98,1,0,1,0
10298,5,44,51.95,1,28.92,4.68,0,0,0,1
10512,7,61,27.37,1,8.83,0.0,0,1,0,0
10376,1,58,93.79,1,47.09,9.08,0,0,1,0
10499,5,48,23.62,0,50.09,6.29,0,1,0,0
10298,2,41,51.95,0,23.65,1.42,1,0,0,1
10400,4,23,96.28,0,26.01,6.66,0,0,1,0
10546,1,16,31.25,1,39.09,9.83,0,1,0,0
10188,1,28,49.51,1,33.07,8.42,1,0,0,1
10260,4,10,97.75,0,37.95,11.17,0,0,1,0
10033,0,37,93.67,2,54.66,14.75,0,0,1,0
10008,4,35,57.63,2,34.86,5.86,0,0,0,1
10177,5,21,91.9,0,37.61,6.86,0,0,1,0
10011,2,40,19.58,0,29.32,8.04,0,1,0,0
10406,1,40,27.08,1,40.27,9.12,0,1,0,0
10384,2,13,23.22,2,17.18,4.58,0,1,0,0
10430,1,31,56.09,2,39.27,8.53,0,0,0,1
10575,4,38,19.22,0,18.01,2.6,0,1,0,0
10496,0,50,13.91,1,25.65,6.99,0,1,0,0
10286,1,59,83.46,0,45.22,14.9,0,0,1,0
10216,0,14,18.65,3,39.22,5.14,1,1,0,0
10244,2,46,60.36,3,39.7,7.88,0,0,0,1
10075,3,59,17.91,2,16.46,3.46,0,1,0,0
10431,0,9,16.94,0,11.66,0.0,1,1,0,0
10514,4,59,24.24,0,30.87,4.24,0,1,0,0
10652,6,37,102.34,2,15.21,3.17,1,0,1,0
10156,3,37,48.14,4,44.08,10.51,1,0,0,1
10653,2,56,47.19,2,30.61,4.06,0,0,0,1
10368,2,8,93.2,0,17.75,0.48,1,0,1,0
10225,1,28,21.62,0,26.55,4.63,0,1,0,0
10606,0,56,45.12,0,40.0,6.57,0,0,0,1
10417,2,39,51.01,0,27.41,2.87,0,0,0,1
10616,1,47,103.99,0,27.32,6.57,0,0,1,0
10086,1,17,34.55,3,33.99,5.98,0,1,0,0
10023,2,23,52.73,1,21.32,2.46,0,0,0,1
10404,2,11,17.98,1,19.25,2.95,1,1,0,0
10353,4,21,62.38,2,31.48,2.54,1,0,0,1
10453,0,3,17.28,1,32.92,5.96,0,1,0,0
10398,0,23,45.34,0,22.96,5.22,0,0,0,1
10321,1,48,58.67,0,70.87,10.34,0,0,0,1
10440,1,16,49.18,4,37.17,6.31,0,0,0,1
10586,2,37,23.82,1,33.26,7.37,0,1,0,0
10167,3,52,60.22,0,33.12,8.69,0,0,0,1
10531,0,32,93.54,0,22.87,5.06,0,0,1,0
10073,4,52,24.14,2,32.52,7.13,0,1,0,0
10659,5,6,58.41,3,38.6,6.94,0,0,0,1
10057,4,53,57.52,0,44.38,7.67,0,0,0,1
10379,1,21,24.57,0,18.91,1.79,0,1,0,0
10545,4,28,55.6,0,33.09,5.4,0,0,0,1
10077,0,3,47.96,2,20.72,3.54,1,0,0,1
10500,4,37,96.42,3,17.81,3.85,0,0,1,0
10558,2,53,66.81,1,38.03,10.01,0,0,0,1
10034,6,52,57.18,0,14.97,1.39,0,0,0,1
10585,5,51,30.67,1,28.78,3.59,0,1,0,0
10604,5,34,90.36,1,32.44,6.73,0,0,1,0
10363,1,46,51.15,2,41.09,8.44,1,0,0,1
10036,3,61,28.12,0,28.19,6.14,0,1,0,0
10681,6,36,29.37,0,43.33,8.45,0,1,0,0
10629,1,6,93.94,3,26.02,3.97,1,0,1,0
10664,1,59,18.24,1,48.39,7.35,0,1,0,0
10650,0,56,44.52,2,52.06,10.95,0,1,0,0
10591,3,52,57.54,5,49.08,12.77,0,0,0,1
10221,5,48,59.01,0,22.26,4.11,0,0,0,1
10105,4,32,26.68,3,37.82,12.64,0,1,0,0
10250,3,5,98.33,1,45.43,8.68,0,0,1,0
10284,3,36,54.4,2,56.48,13.2,0,0,0,1
10369,5,21,17.73,0,35.65,6.7,0,1,0,0
10316,1,27,52.08,0,27.39,1.81,0,0,0,1
10080,1,48,55.43,2,46.69,11.7,0,0,0,1
10412,2,38,87.57,3,14.26,0.0,0,0,1,0
10095,4,59,65.91,1,54.99,13.42,0,0,0,1
10553,3,23,30.02,3,24.12,0.74,0,1,0,0
10172,2,6,25.51,0,31.33,6.33,1,1,0,0
10570,3,61,50.92,2,34.34,10.38,0,0,0,1
10579,6,23,88.95,0,40.82,5.1,0,0,1,0
10440,1,16,49.18,4,37.17,6.31,0,0,0,1
10651,2,47,61.48,0,28.48,7.13,0,0,0,1
10224,4,26,48.91,2,39.33,6.07,0,0,0,1
10209,6,62,98.71,6,17.08,5.99,0,0,1,0
10424,2,3,26.53,2,23.49,2.58,1,1,0,0
10233,5,11,54.32,3,26.44,7.96,0,0,0,1
10286,2,60,83.46,1,48.9,9.38,1,0,1,0
10478,7,36,33.52,4,23.65,2.95,1,1,0,0
10248,4,47,56.76,1,23.79,7.8,0,0,0,1
10177,6,22,91.9,0,38.38,6.52,0,0,1,0
10321,0,47,58.67,0,58.51,12.55,0,0,0,1
10013,1,48,55.29,0,21.97,6.12,0,0,0,1
10074,0,41,31.2,2,43.29,10.42,0,1,0,0
10503,2,52,56.78,1,21.0,4.2,0,0,0,1
10241,0,24,17.22,1,21.67,4.22,0,1,0,0
10031,4,27,22.33,2,35.04,3.11,0,1,0,0
10138,1,29,72.1,2,48.99,9.8,0,0,0,1
10356,4,45,26.35,2,65.58,12.67,0,1,0,0
10541,0,18,40.47,2,60.14,10.98,0,0,0,1
10176,4,59,61.48,5,24.72,0.43,0,0,0,1
10625,4,25,105.13,0,19.85,2.55,1,0,1,0
10034,5,51,57.18,3,2.87,2.89,0,0,0,1
10507,4,54,18.88,0,24.36,4.35,0,1,0,0
10242,5,50,100.28,0,45.79,7.51,0,0,1,0
10344,4,9,25.24,1,19.6,3.53,0,1,0,0
10593,2,61,20.34,0,33.17,6.98,0,1,0,0
10356,6,47,26.35,0,63.8,12.24,0,1,0,0
10018,2,45,16.44,2,17.25,0.63,0,1,0,0
10672,1,51,55.33,2,25.72,5.22,0,0,0,1
10569,1,26,55.85,1,21.59,4.76,1,0,0,1
10214,2,10,28.17,0,32.01,2.6,1,1,0,0
10069,1,10,60.08,0,41.82,9.46,0,0,0,1
10645,0,19,87.98,2,23.39,5.59,1,0,1,0
10162,5,16,31.55,1,32.01,6.65,1,1,0,0
10537,3,53,60.44,3,37.86,7.65,0,0,0,1
10297,6,59,33.67,4,39.04,4.37,0,1,0,0
10619,5,9,67.32,0,50.99,12.05,0,0,0,1
10058,6,32,18.72,3,39.78,5.99,0,1,0,0
10286,5,63,83.46,0,53.01,8.88,0,0,1,0
10490,5,25,25.85,0,27.89,7.56,0,1,0,0
10406,5,44,27.08,1,41.8,4.4,0,1,0,0
10509,1,26,25.64,1,50.63,8.41,0,1,0,0
10489,6,50,23.83,0,40.52,7.63,0,1,0,0
10393,1,58,97.96,3,36.64,10.53,0,0,1,0
10200,4,48,54.79,2,30.65,5.84,0,0,0,1
10559,4,44,19.93,2,23.7,3.69,0,1,0,0
10647,1,50,24.35,2,32.42,9.65,1,1,0,0
10048,0,11,90.72,2,32.86,6.69,1,0,1,0
10059,1,34,87.86,2,37.54,10.99,0,0,1,0
10422,2,18,60.84,1,38.36,9.76,0,0,0,1
10026,0,7,15.36,1,32.88,10.15,1,1,0,0
10321,2,49,58.67,0,61.97,14.54,0,0,0,1
10590,5,62,22.88,1,50.43,8.65,0,1,0,0
10271,1,12,18.54,5,50.14,5.83,0,1,0,0
10480,6,13,51.29,3,23.01,7.48,1,0,0,1
10302,4,41,14.93,0,49.78,11.69,0,1,0,0
10056,3,14,93.08,3,11.85,5.46,0,0,1,0
10026,5,12,15.36,1,40.73,8.6,0,1,0,0
10560,7,49,91.83,1,32.34,8.92,0,0,1,0
10637,2,9,27.14,4,33.31,5.71,0,1,0,0
10213,5,11,55.02,1,35.61,9.85,1,0,0,1
10084,2,43,28.36,5,32.28,3.55,0,1,0,0
10114,2,23,47.38,2,29.52,5.1,0,0,0,1
10404,1,10,17.98,1,14.93,1.87,1,1,0,0
10639,4,27,98.28,3,27.11,5.11,0,0,1,0
10667,6,49,38.58,1,22.41,7.71,0,1,0,0
10194,5,14,24.09,1,13.21,2.52,1,1,0,0
10627,5,34,14.47,1,52.67,8.35,0,1,0,0
10000,5,50,56.98,3,15.58,3.68,0,0,0,1
10550,2,30,97.64,1,41.71,10.14,1,0,1,0
10531,4,36,93.54,0,18.71,6.41,0,0,1,0
10271,0,11,18.54,1,47.28,7.32,1,1,0,0
10542,6,33,88.41,0,42.71,7.18,0,0,1,0
10378,2,53,98.72,1,43.9,7.15,0,0,1,0
10248,2,45,56.76,1,27.04,0.0,1,0,0,1
10694,6,22,49.86,1,53.43,15.89,0,0,0,1
10026,2,9,15.36,0,29.13,6.6,0,1,0,0
10571,3,53,96.0,2,27.99,6.78,0,0,1,0
10692,2,35,95.63,3,28.51,4.88,0,0,1,0
10130,5,37,68.79,2,41.96,6.42,1,0,0,1
10069,2,11,60.08,2,44.71,8.63,1,0,0,1
10205,6,14,62.79,2,37.67,10.99,1,0,0,1
10384,6,17,23.22,0,18.01,4.52,0,1,0,0
10348,2,53,28.8,0,53.86,12.39,0,1,0,0
10350,1,26,24.26,2,17.09,0.0,0,1,0,0
10629,2,7,93.94,2,9.13,0.83,1,0,1,0
10427,2,18,33.22,1,35.48,9.76,0,1,0,0
10598,2,7,27.44,1,25.67,7.46,0,1,0,0
10078,1,21,58.11,0,59.69,10.81,0,0,0,1
10167,7,56,60.22,2,44.29,3.54,0,0,0,1
10038,0,21,59.73,0,36.52,7.47,0,0,0,1
10599,4,55,98.22,1,34.46,4.89,0,0,1,0
10453,2,5,17.28,0,21.58,5.1,0,1,0,0
10044,1,30,25.22,0,30.22,6.56,0,1,0,0
10542,5,32,88.41,2,44.57,7.55,1,0,1,0
10525,6,38,48.73,2,25.29,3.96,0,0,0,1
10652,4,35,102.34,2,17.13,2.43,1,0,1,0
10198,7,17,24.64,1,33.22,7.47,1,1,0,0
10387,0,47,24.36,1,34.04,8.05,0,1,0,0
10310,1,49,29.64,0,50.59,8.5,1,1,0,0
10298,4,43,51.95,2,18.95,4.12,0,0,0,1
10174,4,35,106.17,0,9.8,3.62,0,0,1,0
10264,0,47,19.54,1,20.08,2.31,0,1,0,0
10626,5,52,25.72,1,25.96,1.85,0,1,0,0
10010,3,31,24.97,0,8.08,1.89,0,1,0,0
10683,4,15,24.33,0,36.92,10.03,0,1,0,0
10508,4,26,31.39,2,19.79,0.25,0,1,0,0
10132,3,61,64.91,2,23.93,5.42,0,0,0,1
10327,3,49,103.21,1,45.73,9.38,0,0,1,0
10198,3,13,24.64,1,35.73,5.56,0,1,0,0
10643,1,11,23.95,2,37.59,7.29,1,1,0,0
10690,2,61,26.07,2,46.62,10.2,0,1,0,0
10507,5,55,18.88,2,26.42,3.38,0,1,0,0
10068,1,57,98.99,2,31.52,9.96,0,0,1,0
10303,3,56,56.02,2,36.46,9.21,0,0,0,1
10356,0,41,26.35,1,63.23,14.93,0,1,0,0
10556,3,16,97.42,1,33.3,1.29,0,0,1,0
10450,0,23,101.5,1,45.1,11.51,1,0,1,0
10145,3,15,89.8,1,47.82,12.3,0,0,1,0
10158,6,38,26.38,2,34.31,5.67,0,1,0,0
10166,2,29,90.58,3,38.56,7.53,0,0,1,0
10231,1,40,33.7,2,62.97,14.48,0,1,0,0
10148,6,40,56.36,2,20.03,6.39,0,0,0,1
10183,7,13,23.07,2,48.19,8.66,1,1,0,0
10472,0,1,89.19,0,52.4,9.74,0,0,1,0
10538,3,20,90.25,1,15.77,4.63,0,0,1,0
10663,3,9,16.85,3,37.93,12.04,0,1,0,0
10098,0,19,35.84,1,49.05,9.25,0,1,0,0
10348,0,51,28.8,0,45.64,8.17,0,1,0,0
10482,2,45,18.38,5,35.77,5.48,0,1,0,0
10492,3,16,55.52,0,34.38,5.06,1,0,0,1
10174,0,31,106.17,1,10.33,4.95,0,0,1,0
10066,1,30,56.13,3,33.98,9.41,0,0,0,1
10456,1,56,18.5,1,27.37,7.22,0,1,0,0
10556,0,13,97.42,1,36.81,9.07,0,0,1,0
10314,0,17,52.91,1,42.73,8.51,0,0,0,1
10068,5,61,98.99,1,36.98,9.58,0,0,1,0
10680,3,53,90.48,0,19.05,3.59,0,0,1,0
10467,1,25,26.66,2,52.64,7.34,1,1,0,0
10501,0,19,29.07,0,39.86,7.38,0,1,0,0
10503,1,51,56.78,1,32.62,5.17,0,0,0,1
10622,2,61,56.14,0,21.6,3.55,0,0,0,1
10187,6,54,94.93,0,53.82,11.51,0,0,1,0
10198,6,16,24.64,1,33.35,9.22,0,1,0,0
10199,4,53,38.11,0,41.62,9.66,0,1,0,0
10541,0,18,40.47,2,60.14,10.98,0,0,0,1
10263,4,28,26.09,2,42.97,8.43,0,1,0,0
10138,2,30,72.1,3,46.46,9.72,1,0,0,1
10128,0,40,18.95,2,30.55,6.21,0,1,0,0
10178,2,29,57.74,0,41.99,9.62,0,0,0,1
10126,2,61,56.07,0,12.76,4.64,0,0,0,1
10698,1,23,25.61,3,28.07,5.19,1,1,0,0
10498,4,15,34.51,3,18.4,2.52,1,1,0,0
10135,0,14,24.18,1,73.54,16.59,0,1,0,0
10387,1,48,24.36,0,43.86,7.02,0,1,0,0
10625,3,24,105.13,1,12.02,1.1,0,0,1,0
10279,2,24,57.28,1,5.92,4.27,0,0,0,1
10256,3,58,94.78,2,40.83,6.35,1,0,1,0
10082,2,25,30.31,1,21.35,4.69,1,1,0,0
10345,2,37,57.38,4,29.11,3.95,0,0,0,1
10223,5,9,14.62,1,55.69,9.69,0,1,0,0
10525,0,32,48.73,0,22.52,2.03,0,0,0,1
10005,5,11,57.24,3,25.32,1.35,0,0,0,1
10244,3,47,60.36,2,40.3,5.86,0,0,0,1
10637,1,8,27.14,2,46.97,7.72,1,1,0,0
10674,2,22,94.66,1,46.23,10.43,0,0,1,0
10518,1,32,96.56,1,45.26,9.74,1,0,1,0
10224,0,22,48.91,2,39.14,9.94,1,0,0,1
10676,3,44,101.08,0,42.29,7.85,0,0,1,0
10524,0,25,47.64,2,50.46,9.12,0,0,0,1
10310,6,54,29.64,1,48.01,6.75,0,1,0,0
10191,3,57,93.06,5,35.68,9.04,0,0,1,0
10530,2,42,46.24,0,40.93,8.99,0,0,0,1
10468,3,58,25.44,3,43.91,10.02,0,1,0,0
10314,1,18,52.91,4,37.45,6.56,0,0,0,1
10629,0,5,93.94,7,17.65,3.71,1,0,1,0
10085,2,49,63.67,1,41.17,8.79,0,0,0,1
10601,2,24,30.98,4,25.7,1.06,1,1,0,0
10177,2,18,91.9,1,31.07,5.49,0,0,1,0
10171,5,58,40.03,1,37.43,6.15,0,1,0,0
10405,1,59,93.82,1,50.2,10.57,0,0,1,0
10432,3,39,27.06,3,1.0,2.4,1,1,0,0
10107,2,29,57.25,4,24.77,2.18,1,0,0,1
10613,3,52,24.99,1,47.24,10.21,0,1,0,0
10133,5,15,47.45,1,41.84,5.33,0,0,0,1
10217,1,23,27.55,0,14.11,3.28,0,1,0,0
10197,5,61,16.22,7,33.57,3.38,1,1,0,0
10539,0,57,29.76,1,3.4,0.14,0,1,0,0
10610,2,46,49.03,1,29.31,8.8,0,0,0,1
10512,3,57,27.37,0,13.86,6.14,0,1,0,0
10270,3,49,26.22,0,18.15,4.44,0,1,0,0
10283,0,2,65.69,1,44.69,8.12,0,0,0,1
10447,2,22,51.87,2,46.26,9.47,0,0,0,1
10541,3,21,40.47,2,55.9,12.5,0,0,0,1
10190,5,23,14.6,4,41.29,8.26,0,1,0,0
10337,4,41,25.85,0,23.56,6.84,0,1,0,0
10350,5,30,24.26,1,6.8,0.93,0,1,0,0
10102,3,11,13.11,5,39.69,8.33,1,1,0,0
10148,3,37,56.36,3,18.46,4.04,0,0,0,1
10272,5,63,27.89,0,21.25,0.0,0,1,0,0
10286,0,58,83.46,0,44.6,10.33,0,0,1,0
10612,1,60,99.48,1,18.95,2.82,0,0,1,0
10062,3,24,24.98,0,43.21,7.44,0,1,0,0
10637,4,11,27.14,0,41.07,8.68,1,1,0,0
10632,1,60,26.01,1,30.08,6.07,0,1,0,0
10310,4,52,29.64,0,55.1,6.38,0,1,0,0
10236,3,41,20.95,1,39.24,10.69,0,1,0,0
10384,4,15,23.22,2,17.13,11.13,0,1,0,0
10440,0,15,49.18,2,30.39,8.68,1,0,0,1
10132,0,58,64.91,1,17.45,4.15,0,0,0,1
10434,0,3,62.52,3,23.84,2.44,1,0,0,1
10201,7,60,97.97,1,18.43,4.85,0,0,1,0
10642,0,53,57.16,3,39.57,8.24,1,0,0,1
10681,3,33,29.37,3,40.04,9.25,0,1,0,0
10067,0,17,47.21,1,40.35,10.0,1,0,0,1
10236,1,39,20.95,1,41.61,9.95,0,1,0,0
10091,3,30,52.48,1,42.32,9.27,0,0,0,1
10480,0,7,51.29,5,22.78,3.96,1,0,0,1
10012,4,15,66.93,4,22.78,3.51,1,0,0,1
10238,0,21,91.26,0,59.48,10.48,0,0,1,0
10540,2,60,18.18,2,28.26,4.07,0,1,0,0
10596,6,25,19.95,1,44.71,8.05,0,1,0,0
10294,0,59,45.17,1,48.47,9.25,0,0,0,1
10546,1,16,31.25,1,39.09,9.83,0,1,0,0
10279,1,23,57.28,1,14.01,0.0,1,0,0,1
10032,4,14,62.02,0,28.16,6.51,0,0,0,1
10182,1,41,17.99,0,33.89,4.24,0,1,0,0
10603,3,12,22.43,4,42.56,8.24,0,1,0,0
10154,1,6,23.5,1,38.92,7.05,0,1,0,0
10227,6,13,53.54,1,47.83,11.32,0,0,0,1
10537,0,50,60.44,0,41.05,7.68,0,0,0,1
10366,2,24,58.54,3,33.5,5.24,1,0,0,1
10385,2,40,60.92,0,42.5,6.84,0,0,0,1
10331,0,6,63.39,2,5.65,3.08,0,0,0,1
10143,0,50,58.86,1,17.47,3.07,0,0,0,1
10282,0,27,28.3,2,28.72,6.21,0,1,0,0
10290,6,55,16.74,4,27.72,6.03,1,1,0,0
10000,2,47,56.98,1,19.39,3.32,0,0,0,1
10149,2,31,15.92,3,32.57,4.21,1,1,0,0
10147,3,27,46.52,8,34.18,8.44,1,0,0,1
10526,4,43,31.93,2,31.4,6.67,0,1,0,0
10350,6,31,24.26,1,10.66,4.85,1,1,0,0
10125,3,20,54.24,1,34.18,8.19,0,0,0,1
10468,1,56,25.44,2,39.03,12.35,0,1,0,0
10437,4,46,54.85,0,27.98,4.5,1,0,0,1
10442,1,50,90.0,0,30.78,8.11,0,0,1,0
10450,6,29,101.5,3,50.7,7.76,1,0,1,0
10043,4,61,48.52,0,39.92,7.89,0,0,0,1
10080,2,49,55.43,2,41.73,6.81,0,0,0,1
10429,1,10,19.41,1,53.76,10.13,0,1,0,0
10036,7,65,28.12,0,34.59,7.2,0,1,0,0
10171,4,57,40.03,4,35.67,9.77,0,1,0,0
10043,6,63,48.52,0,34.29,7.95,0,0,0,1
10181,1,54,21.38,5,56.79,6.96,1,1,0,0
10351,0,43,58.96,1,35.6,3.81,0,0,0,1
10617,2,61,26.52,0,28.12,7.61,0,1,0,0
10124,5,18,20.8,3,22.94,8.52,0,1,0,0
10594,2,8,40.29,1,42.34,8.47,0,1,0,0
10424,1,2,26.53,0,26.3,8.4,0,1,0,0
10129,3,27,27.91,0,26.78,7.54,1,1,0,0
10189,2,40,29.52,2,37.98,7.88,0,1,0,0
10546,2,17,31.25,2,43.27,8.24,0,1,0,0
10192,2,18,30.34,2,42.28,4.77,1,1,0,0
10068,6,62,98.99,2,33.07,5.8,0,0,1,0
10229,4,19,28.67,1,49.07,9.33,0,1,0,0
10207,2,14,26.49,2,13.92,3.27,1,1,0,0
10692,0,33,95.63,2,32.51,4.75,0,0,1,0
10047,0,44,31.56,2,19.44,5.06,0,1,0,0
10545,3,27,55.6,0,25.87,8.51,0,0,0,1
10566,3,54,24.34,1,19.94,1.17,0,1,0,0
10675,2,15,33.46,3,26.98,9.26,1,1,0,0
10220,5,23,57.89,0,41.99,7.72,1,0,0,1
10030,6,52,90.43,4,23.15,6.38,0,0,1,0
10078,3,23,58.11,1,54.78,11.49,0,0,0,1
10287,4,27,64.61,1,41.36,8.85,0,0,0,1
10048,2,13,90.72,3,30.48,8.86,1,0,1,0
10073,3,51,24.14,0,28.82,2.84,0,1,0,0
10354,0,18,40.21,1,79.46,16.99,1,1,0,0
10632,3,62,26.01,0,28.28,3.81,0,1,0,0
10579,1,18,88.95,2,31.79,10.61,1,0,1,0
10130,3,35,68.79,6,37.31,6.6,1,0,0,1
10090,2,15,98.93,4,31.42,7.22,0,0,1,0
10655,5,11,59.18,1,22.97,5.64,0,0,0,1
10049,4,6,20.16,1,12.25,3.09,1,1,0,0
10124,3,16,20.8,1,26.34,4.88,0,1,0,0
10629,6,11,93.94,0,9.96,2.75,1,0,1,0
10251,4,26,21.15,0,36.82,9.02,0,1,0,0
10051,0,6,23.75,0,21.06,1.26,0,1,0,0
10209,0,56,98.71,2,27.77,3.55,0,0,1,0
10663,0,6,16.85,3,40.49,5.42,0,1,0,0
10343,1,58,87.26,1,30.86,11.4,0,0,1,0
10263,0,24,26.09,3,34.83,7.3,1,1,0,0
10592,6,51,24.48,1,38.87,9.28,0,1,0,0
10539,1,58,29.76,1,1.34,2.42,1,1,0,0
10392,0,12,33.6,0,14.5,6.06,0,1,0,0
10201,0,53,97.97,0,18.86,2.52,0,0,1,0
10613,2,51,24.99,6,48.25,11.21,0,1,0,0
10484,1,12,54.79,2,10.81,1.84,1,0,0,1
10073,4,52,24.14,2,32.52,7.13,0,1,0,0
10178,3,30,57.74,1,53.2,8.89,0,0,0,1
10339,5,19,49.51,0,30.84,1.86,0,0,0,1
10033,2,39,93.67,1,54.73,11.91,0,0,1,0
10622,1,60,56.14,0,15.89,5.28,0,0,0,1
10514,2,57,24.24,1,39.62,4.18,1,1,0,0
10462,2,23,60.55,1,14.36,4.14,0,0,0,1
10328,1,50,52.86,3,40.88,9.22,0,0,0,1
10355,3,57,58.98,0,32.87,8.96,1,0,0,1
10395,1,31,25.16,0,33.39,6.65,0,1,0,0
10019,3,59,55.83,2,38.86,3.72,1,0,0,1
10185,2,4,102.05,2,32.73,4.56,1,0,1,0
10090,5,18,98.93,2,32.97,7.97,0,0,1,0
10242,4,49,100.28,0,45.58,9.03,0,0,1,0
10664,0,58,18.24,2,48.96,12.34,0,1,0,0
