date,store_id,store_type,day_of_week,month,promo,temperature,sales_last_week,high_demand
2023-06-29,3,2,3,6,0,36.3,409.8364308699163,0
2023-06-29,1,0,3,6,0,31.6,960.5606426342155,1
2023-06-29,0,2,3,6,0,36.5,438.58324466305857,0
2023-06-29,6,0,3,6,0,35.7,992.3309524000587,1
2023-06-29,5,2,3,6,0,35.0,392.54924954023835,0
2023-06-29,4,1,3,6,0,37.6,712.8959251992235,0
2023-06-29,9,1,3,6,0,36.5,603.8918573991975,0
2023-06-29,2,1,3,6,1,32.0,579.2468985864995,1
2023-06-29,7,1,3,6,0,25.096873120865904,833.1625265018929,0
2023-06-29,10,2,3,6,0,37.4,356.4239345697414,0
2023-06-30,7,1,4,6,1,35.1,612.8268555202797,0
2023-06-30,10,2,4,6,0,35.7,320.703079250183,0
2023-06-30,11,0,4,6,0,33.7,1105.1177830153863,1
2023-06-30,0,2,4,6,0,40.2,401.8683091168867,0
2023-06-30,5,2,4,6,0,36.0,417.8213851956449,0
2023-06-30,6,0,4,6,0,33.5,1119.607968260704,1
2023-06-30,9,1,4,6,0,35.3,676.7665120669798,0
2023-06-30,1,0,4,6,0,25.096873120865904,948.8995633853588,1
2023-07-01,5,2,5,7,0,37.2,549.8696804517501,0
2023-07-01,4,1,5,7,0,37.5,873.1578552589648,0
2023-07-01,2,1,5,7,0,31.7,807.6118451364484,0
2023-07-01,1,0,5,7,0,37.7,1133.0530973972607,1
2023-07-01,3,2,5,7,0,34.7,416.2656759061459,0
2023-07-01,10,2,5,7,1,30.3,352.048196746341,0
2023-07-01,7,1,5,7,0,33.9,1046.643801449291,0
2023-07-01,0,2,5,7,1,34.4,410.2826373098603,0
2023-07-01,6,0,5,7,0,34.3,1169.0262619718685,1
2023-07-01,8,2,5,7,0,33.0,486.10904475728955,0
2023-07-01,11,0,5,7,0,32.2,1171.6850688268244,1
2023-07-02,2,1,6,7,1,33.5,1039.0523054732314,1
2023-07-02,8,2,6,7,0,38.3,368.2260706920542,0
2023-07-02,11,0,6,7,0,35.6,1185.0063912172584,1
2023-07-02,1,0,6,7,0,35.9,1047.2257529802612,1
2023-07-02,0,2,6,7,1,31.0,419.343874550088,0
2023-07-02,3,2,6,7,0,35.6,452.37618742978935,0
2023-07-02,5,2,6,7,0,38.3,576.0096347464437,0
2023-07-03,3,2,0,7,0,30.7,406.55652745402796,0
2023-07-03,1,0,0,7,0,34.4,858.6635495473811,1
2023-07-03,8,2,0,7,0,37.7,339.56185559933004,0
2023-07-03,11,0,0,7,0,34.7,974.1291456521172,1
2023-07-03,5,2,0,7,0,25.096873120865904,400.38004941106374,0
2023-07-03,4,1,0,7,0,32.9,853.3440585717212,0
2023-07-03,9,1,0,7,0,35.6,617.7621736770902,0
2023-07-04,5,2,1,7,0,31.8,420.1231929313275,0
2023-07-04,10,2,1,7,0,32.0,314.1834611467552,0
2023-07-04,6,0,1,7,0,36.5,1027.7502620858402,0
2023-07-04,8,2,1,7,0,33.3,356.7630144674974,0
2023-07-04,2,1,1,7,0,36.9,642.4997776478834,0
2023-07-04,7,1,1,7,0,32.6,696.5415134584207,0
2023-07-04,11,0,1,7,0,31.7,1059.1343550709944,1
2023-07-04,3,2,1,7,0,33.3,294.70514744601195,0
2023-07-04,0,2,1,7,0,33.7,425.03854956526726,0
2023-07-04,1,0,1,7,0,35.6,978.5287925485835,1
2023-07-04,4,1,1,7,0,30.2,664.1321106727571,0
2023-07-05,3,2,2,7,0,39.4,258.18778763910007,0
2023-07-05,2,1,2,7,0,30.5,685.580353118891,0
2023-07-05,8,2,2,7,0,37.3,359.320106615828,0
2023-07-05,9,1,2,7,1,38.2,608.3116231387789,0
2023-07-05,5,2,2,7,0,32.9,492.010606215997,0
2023-07-05,7,1,2,7,1,32.9,736.2531201997921,0
2023-07-05,4,1,2,7,0,39.2,766.9408359820665,0
2023-07-05,11,0,2,7,0,35.8,1031.5609562791797,1
2023-07-05,1,0,2,7,1,35.6,1297.9202987583928,1
2023-07-05,0,2,2,7,0,33.3,294.1389713857307,0
2023-07-05,6,0,2,7,0,34.7,1037.4661252810463,0
2023-07-06,8,2,3,7,0,38.9,485.1477491247206,0
2023-07-06,3,2,3,7,0,34.0,270.19384860615986,0
2023-07-06,7,1,3,7,1,30.9,715.2394602311805,0
2023-07-06,5,2,3,7,0,39.8,389.78526924400836,0
2023-07-06,1,0,3,7,0,35.8,1106.8735647636777,1
2023-07-06,11,0,3,7,0,34.6,1042.7085885307886,1
2023-07-06,0,2,3,7,0,34.3,277.5366381416534,0
2023-07-06,6,0,3,7,0,39.3,1017.8490554283406,0
2023-07-06,2,1,3,7,1,35.0,858.4092722749422,0
2023-07-06,4,1,3,7,0,34.0,770.6897385052173,0
2023-07-07,10,2,4,7,0,40.1,377.276243459183,0
2023-07-07,7,1,4,7,0,35.1,763.1539765712149,0
2023-07-07,6,0,4,7,0,35.7,1038.1025123989675,1
2023-07-07,8,2,4,7,0,34.8,409.56337817772163,0
2023-07-07,1,0,4,7,0,35.7,1017.5939420372556,1
2023-07-07,11,0,4,7,1,29.4,1000.6115595075938,1
2023-07-07,3,2,4,7,0,33.7,450.65510181179604,0
2023-07-07,9,1,4,7,0,38.2,447.80972976528665,0
2023-07-07,5,2,4,7,0,37.0,385.71725886951305,0
2023-07-07,4,1,4,7,0,36.2,847.0095311123488,0
2023-07-07,2,1,4,7,0,33.7,643.789456544535,0
2023-07-07,0,2,4,7,0,37.6,294.5358696755645,0
2023-07-08,7,1,5,7,0,30.4,737.5091074747673,1
2023-07-08,4,1,5,7,0,31.9,760.6155154338846,0
2023-07-08,3,2,5,7,0,32.2,447.09844402141147,0
2023-07-08,1,0,5,7,0,33.7,1308.1850822293673,1
2023-07-08,11,0,5,7,1,37.7,1145.4596530738088,1
2023-07-08,10,2,5,7,0,39.1,484.93243858288656,0
2023-07-08,5,2,5,7,0,37.2,511.9746318643348,0
2023-07-08,2,1,5,7,0,32.4,720.7932987177335,0
2023-07-08,0,2,5,7,0,25.096873120865904,447.71612650539925,0
2023-07-09,7,1,6,7,0,30.9,778.2568409639832,0
2023-07-09,3,2,6,7,0,35.8,453.23462050607054,0
2023-07-09,11,0,6,7,0,32.6,1137.04108760047,1
2023-07-09,1,0,6,7,1,38.6,1166.631218369926,1
2023-07-09,0,2,6,7,0,30.5,423.3328140271889,0
2023-07-09,6,0,6,7,0,36.9,1309.6041697507692,1
2023-07-09,8,2,6,7,0,30.6,509.85760211732486,0
2023-07-09,2,1,6,7,0,34.8,919.583941200092,0
2023-07-09,10,2,6,7,0,25.096873120865904,390.20936220007565,0
2023-07-09,4,1,6,7,0,32.5,839.6496533298894,0
2023-07-09,5,2,6,7,0,32.4,541.1948186907011,0
2023-07-10,6,0,0,7,0,25.096873120865904,935.377456040956,1
2023-07-10,1,0,0,7,0,33.6,1021.7029949107126,0
2023-07-10,0,2,0,7,0,39.8,301.0920738831291,0
2023-07-10,2,1,0,7,0,25.096873120865904,595.4165926990092,0
2023-07-10,3,2,0,7,0,35.7,414.483293759926,0
2023-07-10,4,1,0,7,0,30.3,636.4824854246323,0
2023-07-10,10,2,0,7,1,34.2,356.8684821154425,0
2023-07-10,7,1,0,7,0,38.1,634.434185269066,0
2023-07-10,11,0,0,7,0,34.9,1022.9747735893635,1
2023-07-10,9,1,0,7,1,32.8,616.9616482837463,1
2023-07-10,8,2,0,7,0,41.5,455.5699965221715,0
2023-07-11,6,0,1,7,0,34.3,844.3476439066237,1
2023-07-11,9,1,1,7,0,39.3,622.06686398674,0
2023-07-11,10,2,1,7,0,39.1,246.2294273640298,0
2023-07-11,5,2,1,7,0,38.2,422.28774854023897,0
2023-07-11,7,1,1,7,1,33.3,607.7864181086551,0
2023-07-11,8,2,1,7,0,34.1,398.805004975577,0
2023-07-11,0,2,1,7,0,34.3,294.9234621133706,0
2023-07-11,11,0,1,7,0,36.3,1075.0580684018312,1
2023-07-11,4,1,1,7,0,31.4,676.4984573636818,0
2023-07-11,3,2,1,7,0,35.6,399.1637380869996,0
2023-07-11,1,0,1,7,0,33.7,1083.3729007165516,1
2023-07-11,2,1,1,7,0,32.9,513.2709766142242,0
2023-07-12,7,1,2,7,1,34.9,697.8337972000645,0
2023-07-12,5,2,2,7,0,32.0,371.82151310067997,0
2023-07-12,9,1,2,7,0,37.9,761.4825852704059,0
2023-07-12,1,0,2,7,0,33.8,1420.8606322997744,1
2023-07-12,3,2,2,7,0,35.9,384.74950283979587,0
2023-07-12,10,2,2,7,0,32.7,284.72487288518374,0
2023-07-12,6,0,2,7,0,25.096873120865904,788.0832384728528,1
2023-07-13,11,0,3,7,1,37.1,986.7260679780455,1
2023-07-13,5,2,3,7,0,36.7,360.6146193228009,0
2023-07-13,2,1,3,7,0,34.7,795.4470732292546,0
2023-07-13,0,2,3,7,0,33.7,322.3640775437503,0
2023-07-13,7,1,3,7,0,35.3,818.4743724322861,0
2023-07-13,4,1,3,7,0,33.0,598.5770350921422,0
2023-07-13,1,0,3,7,0,32.5,1067.1614235512438,1
2023-07-13,10,2,3,7,0,40.6,319.3133149195739,0
2023-07-13,6,0,3,7,0,39.8,806.7926865039611,1
2023-07-13,8,2,3,7,1,34.4,408.0457891009308,0
2023-07-13,3,2,3,7,0,32.0,353.5871949347765,0
2023-07-14,2,1,4,7,1,37.7,677.6132162748675,0
2023-07-14,11,0,4,7,1,40.3,1379.9569419080733,1
2023-07-14,5,2,4,7,0,33.5,350.966246033356,0
2023-07-14,10,2,4,7,0,32.2,308.4021517776344,0
2023-07-14,3,2,4,7,1,39.5,402.5776517532138,0
2023-07-14,7,1,4,7,1,39.5,622.6435443549067,0
2023-07-14,9,1,4,7,0,38.5,575.889544821708,0
2023-07-14,6,0,4,7,0,30.4,869.2937922898954,1
2023-07-14,8,2,4,7,0,37.0,346.4407286293737,0
2023-07-14,1,0,4,7,0,29.8,958.3993860247473,1
2023-07-14,4,1,4,7,0,39.9,557.2782833200055,0
2023-07-15,11,0,5,7,0,33.5,1564.2119712269005,1
2023-07-15,3,2,5,7,0,32.8,488.56602977284575,0
2023-07-15,1,0,5,7,0,32.5,1018.9775870214253,1
2023-07-15,7,1,5,7,0,36.5,875.618701568404,0
2023-07-15,10,2,5,7,0,33.6,456.2704060099865,0
2023-07-15,9,1,5,7,0,31.3,750.1727962749836,0
2023-07-15,2,1,5,7,0,30.8,802.7919100403731,0
2023-07-15,4,1,5,7,0,34.7,674.6925549275654,1
2023-07-15,5,2,5,7,0,35.2,441.2403309005084,0
2023-07-16,1,0,6,7,0,34.0,1271.096793626946,1
2023-07-16,3,2,6,7,0,30.6,508.83246835919135,0
2023-07-16,5,2,6,7,1,35.8,487.1097829820407,0
2023-07-16,2,1,6,7,0,40.5,768.9237483683866,0
2023-07-16,0,2,6,7,0,37.1,348.7868875444518,0
2023-07-16,4,1,6,7,0,31.5,642.4956532007766,1
2023-07-16,6,0,6,7,1,39.9,1091.0135168261424,1
2023-07-16,10,2,6,7,0,34.0,368.7492474886973,0
2023-07-17,5,2,0,7,0,34.2,562.3202620988529,0
2023-07-17,11,0,0,7,0,34.5,1023.7943557450913,1
2023-07-17,2,1,0,7,0,34.8,669.1709151940806,0
2023-07-17,8,2,0,7,0,28.1,364.3517440888621,0
2023-07-17,0,2,0,7,0,29.8,289.2287727070383,0
2023-07-17,10,2,0,7,0,35.8,372.60568687099345,0
2023-07-17,7,1,0,7,0,33.0,607.0707888838087,0
2023-07-17,3,2,0,7,0,33.5,372.72950339724116,0
2023-07-17,4,1,0,7,0,33.7,597.4173420670246,0
2023-07-18,2,1,1,7,0,40.4,629.173504167843,0
2023-07-18,0,2,1,7,0,35.5,317.6966391128125,0
2023-07-18,5,2,1,7,1,36.3,417.2459763820394,0
2023-07-18,11,0,1,7,0,34.5,1092.622699544501,1
2023-07-18,6,0,1,7,0,32.3,922.5256538208596,1
2023-07-18,10,2,1,7,0,38.3,336.4334577635631,0
2023-07-18,4,1,1,7,0,35.8,622.538501329185,0
2023-07-18,1,0,1,7,0,36.1,953.7715048640695,0
2023-07-18,8,2,1,7,0,38.4,347.3069863632255,0
2023-07-18,9,1,1,7,0,25.096873120865904,675.5770157447666,0
2023-07-18,7,1,1,7,0,35.1,787.3413481012954,0
2023-07-18,3,2,1,7,0,34.9,357.68195849749003,0
2023-07-19,9,1,2,7,0,35.2,735.2127243015505,0
2023-07-19,7,1,2,7,0,32.5,745.0137920956265,0
2023-07-19,0,2,2,7,0,33.4,278.49582936109414,0
2023-07-19,5,2,2,7,0,31.5,388.9745241763193,0
2023-07-19,10,2,2,7,0,38.6,297.9749367323467,0
2023-07-19,11,0,2,7,0,38.2,1046.3753939011679,1
2023-07-19,2,1,2,7,0,31.2,633.1779785852005,0
2023-07-20,4,1,3,7,0,35.6,582.5036502434455,0
2023-07-20,6,0,3,7,1,29.9,901.3420524141602,1
2023-07-20,5,2,3,7,1,31.0,467.5578173302304,0
2023-07-20,8,2,3,7,0,34.8,485.60083189848064,0
2023-07-20,9,1,3,7,0,31.9,707.9861587423743,0
2023-07-20,11,0,3,7,0,38.0,1397.6007264016944,1
2023-07-20,7,1,3,7,0,34.3,591.6067274200827,0
2023-07-20,0,2,3,7,0,29.3,280.8669525854692,0
2023-07-20,2,1,3,7,0,36.8,566.5867029134189,0
2023-07-20,3,2,3,7,0,32.3,404.6797683510102,0
2023-07-21,4,1,4,7,0,36.1,642.7595633986122,0
2023-07-21,6,0,4,7,0,31.9,984.404936252781,1
2023-07-21,2,1,4,7,0,34.0,799.014413749509,0
2023-07-21,7,1,4,7,0,34.2,713.948639728088,0
2023-07-21,5,2,4,7,1,36.0,466.37546912295466,0
2023-07-21,8,2,4,7,0,27.8,319.66056175148594,0
2023-07-21,9,1,4,7,0,39.6,710.6298648605905,0
2023-07-21,1,0,4,7,0,34.9,855.834359695363,1
2023-07-21,11,0,4,7,0,34.6,1184.677404289385,1
2023-07-21,10,2,4,7,0,38.1,319.0785706833527,0
2023-07-21,0,2,4,7,0,35.6,267.42381406913665,0
2023-07-21,3,2,4,7,0,40.5,495.2884938564602,0
2023-07-22,3,2,5,7,0,34.7,459.4846155907217,0
2023-07-22,8,2,5,7,0,32.5,490.36695058629374,0
2023-07-22,5,2,5,7,0,31.6,547.2623972005312,0
2023-07-22,9,1,5,7,0,33.2,811.9066823046772,1
2023-07-22,1,0,5,7,0,33.0,868.2475294430376,1
2023-07-22,4,1,5,7,0,33.5,903.5730358659019,0
2023-07-22,10,2,5,7,0,31.0,426.8946749933277,0
2023-07-22,7,1,5,7,0,36.0,648.9246502533193,0
2023-07-22,0,2,5,7,1,35.0,422.3150883618516,0
2023-07-23,9,1,6,7,1,30.8,800.5635452716492,1
2023-07-23,10,2,6,7,0,33.1,389.4256965785499,0
2023-07-23,5,2,6,7,0,33.2,659.1194978942168,0
2023-07-23,7,1,6,7,0,37.0,651.7149067667126,0
2023-07-23,11,0,6,7,0,37.0,1424.5660893652855,1
2023-07-23,1,0,6,7,0,33.4,1012.1201528619214,1
2023-07-23,4,1,6,7,0,35.0,873.3327087779523,0
2023-07-23,8,2,6,7,0,34.3,555.3604323697027,0
2023-07-23,3,2,6,7,0,37.8,455.8092049534791,0
2023-07-24,5,2,0,7,0,36.8,410.00024853802796,0
2023-07-24,9,1,0,7,0,37.1,618.7184931103668,0
2023-07-24,8,2,0,7,0,36.1,380.2929679330833,0
2023-07-24,3,2,0,7,0,35.8,318.29587207423367,0
2023-07-24,0,2,0,7,0,37.5,289.1354644504364,0
2023-07-24,1,0,0,7,1,36.9,822.7077593839878,1
2023-07-24,6,0,0,7,0,31.4,966.1428000435664,0
2023-07-24,7,1,0,7,1,34.3,513.2560161837933,0
2023-07-25,5,2,1,7,0,35.0,468.0333016692763,0
2023-07-25,3,2,1,7,0,36.2,319.2807126919854,0
2023-07-25,1,0,1,7,0,30.4,805.5530458574835,0
2023-07-25,11,0,1,7,0,35.1,1028.699395577284,1
2023-07-25,0,2,1,7,0,36.0,327.33546704223596,0
2023-07-25,7,1,1,7,1,41.3,564.7520726523925,0
2023-07-25,10,2,1,7,0,36.0,364.0248743780883,0
2023-07-25,8,2,1,7,1,38.5,380.90558772160676,0
2023-07-25,4,1,1,7,0,34.7,708.6862755247673,0
2023-07-25,6,0,1,7,0,33.5,943.4896835654866,1
2023-07-25,2,1,1,7,0,32.1,623.3410951700087,0
2023-07-25,9,1,1,7,0,36.9,610.4382839132543,0
2023-07-26,8,2,2,7,1,33.4,508.2546530993669,0
2023-07-26,1,0,2,7,0,33.2,848.4793511855079,1
2023-07-26,7,1,2,7,0,35.6,657.3628409559656,0
2023-07-26,6,0,2,7,0,30.8,951.5384068837269,1
2023-07-26,5,2,2,7,0,37.9,335.9355161876755,0
2023-07-26,2,1,2,7,1,39.7,531.3883557823822,0
2023-07-26,10,2,2,7,1,25.096873120865904,382.7205696642635,0
2023-07-26,3,2,2,7,0,30.5,342.4000828431348,0
2023-07-26,9,1,2,7,0,37.7,656.5898136654063,0
2023-07-26,4,1,2,7,0,33.5,699.0651576142267,0
2023-07-26,11,0,2,7,0,35.8,1219.5616441781697,1
2023-07-26,0,2,2,7,1,37.8,341.4558099586452,0
2023-07-27,8,2,3,7,0,35.5,398.54401772932874,0
2023-07-27,1,0,3,7,0,33.5,885.8287271127957,1
2023-07-27,5,2,3,7,0,34.4,436.04029187889824,0
2023-07-27,10,2,3,7,0,39.4,388.66265211855165,0
2023-07-27,4,1,3,7,0,31.1,679.6796615760842,0
2023-07-27,11,0,3,7,0,30.2,1175.8355715617367,1
2023-07-27,6,0,3,7,0,37.0,1134.7284706442824,1
2023-07-27,2,1,3,7,0,30.3,510.8011476058539,0
2023-07-28,0,2,4,7,0,39.0,315.1782725537091,0
2023-07-28,3,2,4,7,0,37.1,294.94568178430035,0
2023-07-28,9,1,4,7,0,25.096873120865904,682.9468029865824,0
2023-07-28,8,2,4,7,1,34.6,360.7935699159915,0
2023-07-28,6,0,4,7,0,32.3,888.3627102461191,1
2023-07-28,10,2,4,7,0,25.096873120865904,343.7031154666118,0
2023-07-28,5,2,4,7,0,32.6,465.2429300883947,0
2023-07-28,7,1,4,7,0,34.5,597.6499901611097,0
2023-07-28,11,0,4,7,0,25.096873120865904,988.5516409780669,1
2023-07-28,1,0,4,7,0,30.0,994.0080631401835,0
2023-07-28,2,1,4,7,0,39.9,590.1348206919489,0
2023-07-28,4,1,4,7,0,38.2,582.6858598078423,0
2023-07-29,2,1,5,7,0,27.1,944.3043320890629,0
2023-07-29,5,2,5,7,0,36.4,477.30557693534524,0
2023-07-29,1,0,5,7,0,37.2,1227.4578692375378,1
2023-07-29,6,0,5,7,0,39.7,1043.459568434381,1
2023-07-29,10,2,5,7,0,32.2,405.17287636208516,0
2023-07-29,3,2,5,7,0,39.3,318.7597933302852,0
2023-07-29,11,0,5,7,1,42.3,1100.0254957901923,1
2023-07-30,8,2,6,7,0,29.8,458.98713830571296,0
2023-07-30,6,0,6,7,0,34.2,1073.0747175772804,1
2023-07-30,0,2,6,7,0,36.4,370.304001519168,0
2023-07-30,4,1,6,7,0,33.7,704.4850845325982,0
2023-07-30,10,2,6,7,1,38.5,415.7587826491055,0
2023-07-30,5,2,6,7,0,36.4,505.3436623442041,0
2023-07-30,9,1,6,7,0,36.5,904.2278048194396,0
2023-07-30,1,0,6,7,0,37.3,1098.38513281676,1
2023-07-30,7,1,6,7,0,33.6,739.2981896817879,0
2023-07-31,6,0,0,7,1,36.6,750.1067631332054,1
2023-07-31,0,2,0,7,0,28.6,348.80182572000234,0
2023-07-31,3,2,0,7,0,36.4,312.25942283617644,0
2023-07-31,1,0,0,7,0,31.9,1038.2255456504338,1
2023-07-31,10,2,0,7,0,35.7,298.2435965720531,0
2023-07-31,7,1,0,7,0,31.8,731.3878793301843,0
2023-07-31,11,0,0,7,1,32.9,952.7371642741773,1
2023-07-31,5,2,0,7,0,30.7,461.8305681889379,0
2023-07-31,9,1,0,7,0,29.0,518.2706437077719,0
2023-08-01,2,1,1,8,0,33.3,579.9879453962654,0
2023-08-01,0,2,1,8,0,32.7,320.13550535192667,0
2023-08-01,1,0,1,8,0,32.0,810.4612039130482,1
2023-08-01,10,2,1,8,0,37.0,267.7968010785493,0
2023-08-01,9,1,1,8,1,25.096873120865904,494.4988431956254,0
2023-08-01,11,0,1,8,0,30.4,951.4950869452642,1
2023-08-01,6,0,1,8,0,37.6,894.1700495731047,1
2023-08-01,5,2,1,8,0,37.2,394.7839936736147,0
2023-08-01,7,1,1,8,0,36.4,641.9020908244207,0
2023-08-02,11,0,2,8,0,30.8,991.6231913292663,1
2023-08-02,8,2,2,8,0,28.5,482.07162360211333,0
2023-08-02,9,1,2,8,0,38.0,557.78577203588,0
2023-08-02,5,2,2,8,0,35.7,363.6111005428881,0
2023-08-02,4,1,2,8,0,39.3,653.7502716746623,0
2023-08-02,6,0,2,8,0,35.1,961.7388202854784,1
2023-08-02,10,2,2,8,0,31.9,326.4034371112012,0
2023-08-02,0,2,2,8,0,34.3,402.11614560452796,0
2023-08-03,3,2,3,8,0,31.7,313.64210542357887,0
2023-08-03,10,2,3,8,0,31.9,276.5187689585547,0
2023-08-03,2,1,3,8,1,37.6,573.646171897505,0
2023-08-03,4,1,3,8,1,34.0,565.2322691599425,0
2023-08-03,11,0,3,8,0,30.9,989.1613234786178,1
2023-08-03,0,2,3,8,1,31.3,327.0986543614249,0
2023-08-03,7,1,3,8,0,33.7,601.8300349074786,0
2023-08-03,8,2,3,8,0,27.6,343.40833484788186,0
2023-08-03,9,1,3,8,0,35.3,540.5418005896282,0
2023-08-03,5,2,3,8,0,29.9,399.6726440402073,0
2023-08-03,1,0,3,8,0,30.3,983.5824219231149,1
2023-08-04,3,2,4,8,0,35.9,348.7163910145859,0
2023-08-04,0,2,4,8,0,34.1,327.3980132717946,0
2023-08-04,10,2,4,8,0,33.0,239.94755212299896,0
2023-08-04,8,2,4,8,0,34.8,370.8223428830873,0
2023-08-04,1,0,4,8,0,31.3,843.1892845817913,1
2023-08-04,4,1,4,8,0,32.3,570.4298079089497,0
2023-08-04,11,0,4,8,0,35.1,1000.8958595256747,1
2023-08-04,6,0,4,8,0,29.6,1004.0254108967796,1
2023-08-04,9,1,4,8,0,31.7,614.9777372013642,0
2023-08-04,5,2,4,8,0,34.0,422.2559266225263,0
2023-08-05,11,0,5,8,0,33.1,1550.4858143880335,1
2023-08-05,4,1,5,8,0,25.096873120865904,670.8094144642895,0
2023-08-05,0,2,5,8,0,34.4,363.15056908444717,0
2023-08-05,7,1,5,8,0,31.7,700.35419341097,0
2023-08-05,9,1,5,8,0,34.4,653.0906328832292,0
2023-08-05,6,0,5,8,0,34.8,1220.7791813487968,1
2023-08-05,8,2,5,8,1,39.6,389.8838530094573,0
2023-08-05,1,0,5,8,0,29.6,1035.4867148161743,1
2023-08-05,3,2,5,8,0,36.9,383.7472881737764,0
2023-08-06,9,1,6,8,0,34.4,704.367272009187,1
2023-08-06,3,2,6,8,0,38.3,455.62939400533463,0
2023-08-06,7,1,6,8,0,29.8,690.5982708607747,0
2023-08-06,2,1,6,8,0,34.1,700.2364543481924,0
2023-08-06,1,0,6,8,0,32.3,1101.5372340892604,1
2023-08-06,8,2,6,8,0,25.096873120865904,406.44298962701475,0
2023-08-06,5,2,6,8,0,30.5,515.9944540586952,0
2023-08-06,10,2,6,8,0,31.2,452.2351259522973,0
2023-08-06,6,0,6,8,0,29.0,1244.3793880030732,1
2023-08-06,4,1,6,8,0,34.9,713.1336827844125,0
2023-08-07,2,1,0,8,0,32.8,663.870159913316,0
2023-08-07,10,2,0,8,0,30.9,301.69893529957307,0
2023-08-07,11,0,0,8,0,33.9,1096.470820391405,1
2023-08-07,3,2,0,8,0,35.0,316.43343929921525,0
2023-08-07,6,0,0,8,0,32.6,1367.7676988042354,1
2023-08-07,9,1,0,8,0,34.5,547.5056269537282,0
2023-08-07,1,0,0,8,0,33.5,1034.9925768728415,1
2023-08-07,0,2,0,8,1,25.096873120865904,257.41036626722376,0
2023-08-07,4,1,0,8,0,30.4,609.6129005906445,0
2023-08-08,9,1,1,8,0,34.0,719.7613758885382,0
2023-08-08,4,1,1,8,0,30.6,632.0687142154172,0
2023-08-08,8,2,1,8,0,35.8,330.115270384372,0
2023-08-08,5,2,1,8,0,34.6,331.48643955456197,0
2023-08-08,1,0,1,8,1,35.3,1051.4273522333601,1
2023-08-08,3,2,1,8,0,27.1,302.59845906460873,0
2023-08-08,7,1,1,8,0,35.7,471.3045397120816,0
2023-08-08,10,2,1,8,1,34.9,305.05448406257403,0
2023-08-08,11,0,1,8,0,32.0,1014.8173451587447,0
2023-08-08,0,2,1,8,1,36.4,273.0071214372017,0
2023-08-08,2,1,1,8,0,39.9,516.6009775052504,0
2023-08-09,10,2,2,8,1,35.0,305.00973515955496,0
2023-08-09,8,2,2,8,0,35.9,363.0409279681925,0
2023-08-09,3,2,2,8,0,41.3,280.6944020289467,0
2023-08-09,9,1,2,8,0,33.2,607.5573329590528,0
2023-08-09,4,1,2,8,0,33.9,596.1928673880024,0
2023-08-09,1,0,2,8,1,31.9,1016.9032752757239,1
2023-08-09,5,2,2,8,0,36.6,358.2479835341642,0
2023-08-09,6,0,2,8,1,33.7,963.6343423949413,1
2023-08-09,2,1,2,8,1,35.2,527.5749697706684,0
2023-08-09,0,2,2,8,0,34.0,319.66490081596163,0
2023-08-10,11,0,3,8,0,35.0,965.7952901801548,1
2023-08-10,3,2,3,8,0,35.3,281.6746388479503,0
2023-08-10,4,1,3,8,0,32.3,722.5517317292381,0
2023-08-10,6,0,3,8,0,34.9,949.9809559984527,1
2023-08-10,10,2,3,8,0,32.8,322.4016060385153,0
2023-08-10,5,2,3,8,0,32.7,355.93390268219474,0
2023-08-10,2,1,3,8,0,35.3,693.244463027426,0
2023-08-10,9,1,3,8,0,29.5,665.1067195146917,0
2023-08-11,1,0,4,8,0,29.7,876.0599232421926,1
2023-08-11,9,1,4,8,0,35.2,663.3281334334713,0
2023-08-11,0,2,4,8,0,31.8,275.7855510904959,0
2023-08-11,6,0,4,8,0,31.1,997.1402098143546,1
2023-08-11,8,2,4,8,1,29.3,321.8247814146359,0
2023-08-11,5,2,4,8,0,25.096873120865904,338.64223168177153,0
2023-08-11,11,0,4,8,0,26.3,950.9407476145572,1
2023-08-11,4,1,4,8,0,32.7,616.0970427788101,0
2023-08-11,3,2,4,8,0,33.0,282.5330290268085,0
2023-08-11,10,2,4,8,0,30.7,286.29403858071987,0
2023-08-11,2,1,4,8,1,28.6,614.2549446282051,0
2023-08-11,7,1,4,8,0,33.2,497.4055470281574,0
2023-08-12,11,0,5,8,0,35.0,1094.1278728798322,1
2023-08-12,2,1,5,8,0,38.9,616.3907931199226,0
2023-08-12,1,0,5,8,0,34.7,894.1460880697259,1
2023-08-12,4,1,5,8,0,30.5,752.1761012754804,0
2023-08-12,8,2,5,8,0,35.7,542.447921177986,0
2023-08-12,3,2,5,8,0,33.5,350.87946185335267,0
2023-08-12,5,2,5,8,0,26.7,557.815153366027,0
2023-08-12,0,2,5,8,0,30.4,311.452904610172,0
2023-08-12,10,2,5,8,0,35.3,346.47080888834535,0
2023-08-12,6,0,5,8,0,37.6,1152.8940209659356,1
2023-08-12,9,1,5,8,0,33.8,798.0281079405206,0
2023-08-12,7,1,5,8,0,37.6,626.7692473620467,0
2023-08-13,5,2,6,8,0,31.1,417.04094533854766,0
2023-08-13,6,0,6,8,0,33.0,1069.6648128457746,1
2023-08-13,1,0,6,8,0,35.3,1040.3691638571872,1
2023-08-13,3,2,6,8,1,30.2,379.22194514737805,0
2023-08-13,4,1,6,8,0,31.1,730.2355637743129,0
2023-08-13,7,1,6,8,0,31.5,634.0705952821608,1
2023-08-13,9,1,6,8,0,30.9,845.828940096518,0
